date,username,sku,model,quantity,gross_amount,discount_amount,net_amount
2026-07-05,zhaugen,copilot_ai_credit,gpt-5.6-sol,34.280690108,0.342806901,0.263961313,0.078845588
2026-07-07,zhaugen,copilot_ai_credit,claude-sonnet-5,22.084590499,0.220845904,0.174468264,0.04637764
2026-07-08,zhaugen,copilot_ai_credit,claude-sonnet-5,34.847192768,0.348471927,0.313624734,0.034847193
2026-07-08,zhaugen,copilot_ai_credit,gpt-5.3-codex,30.941195506,0.309411955,0.278470759,0.030941196
2026-07-09,zhaugen,copilot_ai_credit,claude-sonnet-5,17.733477298,0.177334772,0.106400863,0.070933909
2026-07-09,zhaugen,copilot_ai_credit,claude-opus-4.6,33.59485777,0.335948577,0.201569146,0.134379431
2026-07-09,zhaugen,copilot_ai_credit,claude-4.5-haiku,22.16969477,0.221696947,0.133018168,0.088678779
2026-07-13,zhaugen,copilot_ai_credit,claude-sonnet-5,6.001526792,0.060015267,0.054613892,0.005401375
2026-07-13,zhaugen,copilot_ai_credit,claude-4.5-haiku,34.422850329,0.344228503,0.313247937,0.030980566
2026-07-14,zhaugen,copilot_ai_credit,gpt-5.3-codex,36.086071375,0.360860713,0.13712707,0.223733643
2026-07-16,zhaugen,copilot_ai_credit,claude-sonnet-5,4.519388382,0.045193883,0.010394593,0.03479929
2026-07-17,zhaugen,copilot_ai_credit,claude-sonnet-5,33.98601592,0.339860159,0.237902111,0.101958048
2026-07-17,zhaugen,copilot_ai_credit,claude-opus-4.6,1.99347638,0.019934763,0.013954334,0.005980429
2026-07-17,zhaugen,copilot_ai_credit,gpt-5.3-codex,24.220118378,0.242201183,0.169540828,0.072660355
2026-07-20,zhaugen,copilot_ai_credit,claude-sonnet-5,12.198079382,0.121980793,0.035374429,0.086606364
2026-07-21,zhaugen,copilot_ai_credit,claude-sonnet-5,11.353599284,0.113535992,0.047685116,0.065850876
2026-07-21,zhaugen,copilot_ai_credit,gpt-5.3-codex,23.688541222,0.236885412,0.099491873,0.137393539
2026-07-21,zhaugen,copilot_ai_credit,gpt-5.6-sol,18.837882224,0.188378822,0.079119105,0.109259717
2026-06-24,jhaugen,copilot_ai_credit,claude-opus-4.6,36.044945945,0.360449459,0.252314621,0.108134838
2026-06-26,jhaugen,copilot_ai_credit,claude-sonnet-5,32.736695935,0.327366959,0.180051827,0.147315132
2026-06-27,jhaugen,copilot_ai_credit,claude-sonnet-5,38.463670839,0.384636708,0.173086518,0.21155019
2026-06-27,jhaugen,copilot_ai_credit,claude-opus-4.6,4.262986634,0.042629866,0.019183439,0.023446427
2026-06-30,jhaugen,copilot_ai_credit,claude-sonnet-5,40.995188448,0.409951884,0.254170168,0.155781716
2026-07-03,jhaugen,copilot_ai_credit,claude-sonnet-5,6.63998017,0.066399801,0.041167876,0.025231925
2026-07-03,jhaugen,copilot_ai_credit,claude-opus-4.6,23.522016275,0.235220162,0.1458365,0.089383662
2026-07-06,jhaugen,copilot_ai_credit,claude-sonnet-5,7.883704607,0.078837046,0.047302227,0.031534819
2026-07-06,jhaugen,copilot_ai_credit,gpt-5.3-codex,3.068529684,0.030685296,0.018411177,0.012274119
2026-07-09,jhaugen,copilot_ai_credit,gpt-5.6-sol,28.919136007,0.28919136,0.14459568,0.14459568
2026-07-10,jhaugen,copilot_ai_credit,claude-sonnet-5,9.554481226,0.095544812,0.046816957,0.048727855
2026-07-14,jhaugen,copilot_ai_credit,claude-sonnet-5,1.454018433,0.014540184,0.003780447,0.010759737
2026-07-14,jhaugen,copilot_ai_credit,claude-opus-4.6,28.015153114,0.280151531,0.072839398,0.207312133
2026-07-14,jhaugen,copilot_ai_credit,gpt-5.3-codex,44.438245822,0.444382458,0.115539439,0.328843019
2026-07-14,jhaugen,copilot_ai_credit,gpt-5.6-sol,36.893569384,0.368935693,0.09592328,0.273012413
2026-07-15,jhaugen,copilot_ai_credit,claude-opus-4.6,36.674696435,0.366746964,0.286062631,0.080684333
2026-07-15,jhaugen,copilot_ai_credit,gpt-5.3-codex,9.502687309,0.095026873,0.07412096,0.020905913
2026-07-15,jhaugen,copilot_ai_credit,gpt-5.6-sol,20.764566143,0.207645661,0.161963615,0.045682046
2026-07-17,jhaugen,copilot_ai_credit,claude-opus-4.6,6.809173915,0.068091739,0.04153596,0.026555779
2026-06-22,tfarrell,copilot_ai_credit,gpt-5.3-codex,17.435492593,0.174354925,0.050562928,0.123791997
2026-06-23,tfarrell,copilot_ai_credit,claude-sonnet-5,1.468918565,0.014689185,0.014395401,0.000293784
2026-06-23,tfarrell,copilot_ai_credit,claude-opus-4.6,43.449865002,0.43449865,0.425808677,0.008689973
2026-06-24,tfarrell,copilot_ai_credit,claude-sonnet-5,4.493721653,0.044937216,0.033702912,0.011234304
2026-06-24,tfarrell,copilot_ai_credit,claude-opus-4.6,5.011465107,0.050114651,0.037585988,0.012528663
2026-06-25,tfarrell,copilot_ai_credit,claude-sonnet-5,12.908457536,0.129084575,0.072287362,0.056797213
2026-06-26,tfarrell,copilot_ai_credit,claude-sonnet-5,36.245255786,0.362452557,0.181226278,0.181226279
2026-06-26,tfarrell,copilot_ai_credit,gpt-5.3-codex,19.124398012,0.19124398,0.09562199,0.09562199
2026-06-27,tfarrell,copilot_ai_credit,claude-sonnet-5,38.783376072,0.38783376,0.325780358,0.062053402
2026-06-27,tfarrell,copilot_ai_credit,claude-opus-4.6,1.857159812,0.018571598,0.015600142,0.002971456
2026-06-28,tfarrell,copilot_ai_credit,claude-sonnet-5,41.497410628,0.414974106,0.344428507,0.070545599
2026-06-28,tfarrell,copilot_ai_credit,gpt-5.6-sol,15.145733002,0.15145733,0.125709583,0.025747747
2026-06-29,tfarrell,copilot_ai_credit,claude-sonnet-5,12.116346438,0.121163464,0.089660963,0.031502501
2026-06-30,tfarrell,copilot_ai_credit,claude-sonnet-5,25.843943138,0.258439431,0.064609857,0.193829574
2026-06-30,tfarrell,copilot_ai_credit,claude-opus-4.6,39.987179641,0.399871796,0.099967949,0.299903847
2026-07-01,tfarrell,copilot_ai_credit,claude-sonnet-5,44.917265344,0.449172653,0.386288481,0.062884172
2026-07-01,tfarrell,copilot_ai_credit,gpt-5.3-codex,36.503826309,0.365038263,0.313932906,0.051105357
2026-07-02,tfarrell,copilot_ai_credit,claude-opus-4.6,39.240263346,0.392402633,0.227593527,0.164809106
2026-07-02,tfarrell,copilot_ai_credit,gpt-5.3-codex,39.846526403,0.398465264,0.231109853,0.167355411
2026-07-04,tfarrell,copilot_ai_credit,claude-opus-4.6,40.241462234,0.402414622,0.394366329,0.008048293
2026-07-04,tfarrell,copilot_ai_credit,gpt-5.3-codex,16.708530802,0.167085308,0.163743601,0.003341707
2026-07-05,tfarrell,copilot_ai_credit,claude-opus-4.6,14.823026587,0.148230265,0.142301054,0.005929211
2026-07-05,tfarrell,copilot_ai_credit,gpt-5.3-codex,38.540805135,0.385408051,0.369991728,0.015416323
2026-07-09,tfarrell,copilot_ai_credit,claude-sonnet-5,30.706060323,0.307060603,0.251789694,0.055270909
2026-07-10,tfarrell,copilot_ai_credit,claude-sonnet-5,1.036829445,0.010368294,0.008916732,0.001451562
2026-07-14,tfarrell,copilot_ai_credit,claude-sonnet-5,8.112738435,0.081127384,0.020281846,0.060845538
2026-07-14,tfarrell,copilot_ai_credit,claude-opus-4.6,39.268325497,0.392683254,0.098170813,0.294512441
2026-07-14,tfarrell,copilot_ai_credit,claude-4.5-haiku,34.957182784,0.349571827,0.087392956,0.262178871
2026-07-16,tfarrell,copilot_ai_credit,claude-sonnet-5,38.725513238,0.387255132,0.131666744,0.255588388
2026-07-16,tfarrell,copilot_ai_credit,claude-opus-4.6,3.155922088,0.03155922,0.010730134,0.020829086
2026-07-18,tfarrell,copilot_ai_credit,claude-sonnet-5,3.329678271,0.033296782,0.028302264,0.004994518
2026-07-18,tfarrell,copilot_ai_credit,claude-opus-4.6,40.019549001,0.40019549,0.340166166,0.060029324
2026-07-18,tfarrell,copilot_ai_credit,gpt-5.3-codex,9.746440891,0.097464408,0.082844746,0.014619662
2026-07-20,tfarrell,copilot_ai_credit,claude-sonnet-5,24.75328118,0.247532811,0.089111811,0.158421
2026-07-20,tfarrell,copilot_ai_credit,claude-opus-4.6,28.27722304,0.28277223,0.101798002,0.180974228
2026-07-21,tfarrell,copilot_ai_credit,gpt-5.3-codex,40.299100894,0.402991008,0.217615144,0.185375864
2026-07-21,tfarrell,copilot_ai_credit,gpt-5.6-sol,29.938669595,0.299386695,0.161668815,0.13771788
2026-06-22,wsantos,copilot_ai_credit,claude-sonnet-5,3.179348041,0.03179348,0.026388588,0.005404892
2026-06-22,wsantos,copilot_ai_credit,claude-opus-4.6,39.220181857,0.392201818,0.325527508,0.06667431
2026-06-22,wsantos,copilot_ai_credit,gpt-5.6-sol,5.798102486,0.057981024,0.048124249,0.009856775
2026-06-24,wsantos,copilot_ai_credit,claude-sonnet-5,4.467420373,0.044674203,0.027698005,0.016976198
2026-06-27,wsantos,copilot_ai_credit,gpt-5.3-codex,0.526513699,0.005265136,0.004528016,0.00073712
2026-06-27,wsantos,copilot_ai_credit,claude-4.5-haiku,17.112194751,0.171121947,0.147164874,0.023957073
2026-06-29,wsantos,copilot_ai_credit,gpt-5.6-sol,16.717124138,0.167171241,0.130393567,0.036777674
2026-07-07,wsantos,copilot_ai_credit,claude-sonnet-5,38.892438714,0.388924387,0.276136314,0.112788073
2026-07-07,wsantos,copilot_ai_credit,claude-opus-4.6,2.060507466,0.020605074,0.014629602,0.005975472
2026-07-09,wsantos,copilot_ai_credit,claude-sonnet-5,22.767340769,0.227673407,0.107006501,0.120666906
2026-07-09,wsantos,copilot_ai_credit,gpt-5.3-codex,36.90922657,0.369092265,0.173473364,0.195618901
2026-07-10,wsantos,copilot_ai_credit,claude-sonnet-5,27.00412305,0.27004123,0.148522676,0.121518554
2026-07-14,wsantos,copilot_ai_credit,claude-4.5-haiku,23.69879954,0.236987995,0.149302436,0.087685559
2026-07-15,wsantos,copilot_ai_credit,claude-sonnet-5,7.237464566,0.072374645,0.05500473,0.017369915
2026-07-15,wsantos,copilot_ai_credit,claude-opus-4.6,15.429372792,0.154293727,0.117263232,0.037030495
2026-07-15,wsantos,copilot_ai_credit,gpt-5.6-sol,43.94574644,0.439457464,0.333987672,0.105469792
2026-07-16,wsantos,copilot_ai_credit,claude-sonnet-5,16.16640896,0.161664089,0.07436548,0.087298609
2026-07-16,wsantos,copilot_ai_credit,claude-opus-4.6,42.147263814,0.421472638,0.193877413,0.227595225
2026-07-16,wsantos,copilot_ai_credit,gpt-5.6-sol,10.646583531,0.106465835,0.048974284,0.057491551
2026-07-16,wsantos,copilot_ai_credit,claude-4.5-haiku,17.343435157,0.173434351,0.079779801,0.09365455
2026-07-19,wsantos,copilot_ai_credit,claude-sonnet-5,36.912525687,0.369125256,0.313756467,0.055368789
2026-07-19,wsantos,copilot_ai_credit,claude-opus-4.6,3.689438272,0.036894382,0.031360224,0.005534158
2026-07-20,wsantos,copilot_ai_credit,claude-sonnet-5,13.860879321,0.138608793,0.037424374,0.101184419
2026-07-20,wsantos,copilot_ai_credit,claude-opus-4.6,9.109863047,0.09109863,0.02459663,0.066502
2026-07-20,wsantos,copilot_ai_credit,claude-4.5-haiku,27.277734731,0.272777347,0.073649883,0.199127464
2026-07-21,wsantos,copilot_ai_credit,claude-sonnet-5,20.982916061,0.20982916,0.060850456,0.148978704
2026-06-22,lnakamura,copilot_ai_credit,claude-sonnet-5,21.313134674,0.213131346,0.191818211,0.021313135
2026-06-22,lnakamura,copilot_ai_credit,claude-opus-4.6,32.373403925,0.323734039,0.291360635,0.032373404
2026-06-22,lnakamura,copilot_ai_credit,gpt-5.3-codex,14.830832276,0.148308322,0.133477489,0.014830833
2026-06-25,lnakamura,copilot_ai_credit,claude-4.5-haiku,37.281832341,0.372818323,0.283341925,0.089476398
2026-06-26,lnakamura,copilot_ai_credit,claude-opus-4.6,14.33041342,0.143304134,0.136138927,0.007165207
2026-06-26,lnakamura,copilot_ai_credit,claude-4.5-haiku,18.912617494,0.189126174,0.179669865,0.009456309
2026-06-27,lnakamura,copilot_ai_credit,claude-sonnet-5,31.576381702,0.315763817,0.167354823,0.148408994
2026-06-27,lnakamura,copilot_ai_credit,claude-opus-4.6,29.84506071,0.298450607,0.158178821,0.140271786
2026-06-27,lnakamura,copilot_ai_credit,gpt-5.3-codex,42.142873038,0.42142873,0.223357226,0.198071504
2026-06-30,lnakamura,copilot_ai_credit,claude-sonnet-5,13.032733206,0.130327332,0.062557119,0.067770213
2026-07-02,lnakamura,copilot_ai_credit,claude-sonnet-5,40.466840211,0.404668402,0.311594669,0.093073733
2026-07-02,lnakamura,copilot_ai_credit,gpt-5.3-codex,40.097221289,0.400972212,0.308748603,0.092223609
2026-07-02,lnakamura,copilot_ai_credit,claude-4.5-haiku,18.841770757,0.188417707,0.145081634,0.043336073
2026-07-03,lnakamura,copilot_ai_credit,claude-opus-4.6,29.919168804,0.299191688,0.293207854,0.005983834
2026-07-05,lnakamura,copilot_ai_credit,claude-sonnet-5,34.654026781,0.346540267,0.294559226,0.051981041
2026-07-06,lnakamura,copilot_ai_credit,claude-sonnet-5,37.558631156,0.375586311,0.120187619,0.255398692
2026-07-06,lnakamura,copilot_ai_credit,claude-opus-4.6,30.25516041,0.302551604,0.096816513,0.205735091
2026-07-06,lnakamura,copilot_ai_credit,gpt-5.3-codex,8.087466661,0.080874666,0.025879893,0.054994773
2026-07-08,lnakamura,copilot_ai_credit,claude-opus-4.6,41.189195518,0.411891955,0.407773035,0.00411892
2026-07-08,lnakamura,copilot_ai_credit,claude-4.5-haiku,21.529422854,0.215294228,0.213141285,0.002152943
2026-07-09,lnakamura,copilot_ai_credit,claude-sonnet-5,35.524635617,0.355246356,0.330379111,0.024867245
2026-07-10,lnakamura,copilot_ai_credit,claude-sonnet-5,5.288122897,0.052881228,0.025911801,0.026969427
2026-07-10,lnakamura,copilot_ai_credit,claude-opus-4.6,4.009751905,0.040097519,0.019647784,0.020449735
2026-07-10,lnakamura,copilot_ai_credit,gpt-5.6-sol,18.775755558,0.187757555,0.092001201,0.095756354
2026-07-13,lnakamura,copilot_ai_credit,claude-sonnet-5,12.367106829,0.123671068,0.097700143,0.025970925
2026-07-13,lnakamura,copilot_ai_credit,gpt-5.3-codex,1.758996117,0.017589961,0.013896069,0.003693892
2026-07-14,lnakamura,copilot_ai_credit,claude-sonnet-5,17.020416054,0.17020416,0.154885785,0.015318375
2026-07-14,lnakamura,copilot_ai_credit,claude-opus-4.6,39.805286098,0.39805286,0.362228102,0.035824758
2026-07-14,lnakamura,copilot_ai_credit,claude-4.5-haiku,39.344564396,0.393445643,0.358035535,0.035410108
2026-07-15,lnakamura,copilot_ai_credit,claude-opus-4.6,6.884262566,0.068842625,0.056450952,0.012391673
2026-07-17,lnakamura,copilot_ai_credit,claude-sonnet-5,1.556368847,0.015563688,0.00996076,0.005602928
2026-07-17,lnakamura,copilot_ai_credit,claude-opus-4.6,1.490849857,0.014908498,0.009541438,0.00536706
2026-07-17,lnakamura,copilot_ai_credit,gpt-5.6-sol,7.543283123,0.075432831,0.048277011,0.02715582
2026-07-20,lnakamura,copilot_ai_credit,claude-sonnet-5,26.697605778,0.266976057,0.23493893,0.032037127
2026-07-20,lnakamura,copilot_ai_credit,gpt-5.3-codex,28.047430608,0.280474306,0.246817389,0.033656917
2026-07-20,lnakamura,copilot_ai_credit,claude-4.5-haiku,8.376032118,0.083760321,0.073709082,0.010051239
2026-07-21,lnakamura,copilot_ai_credit,claude-sonnet-5,5.767384027,0.05767384,0.012111506,0.045562334
2026-07-21,lnakamura,copilot_ai_credit,claude-opus-4.6,42.724739392,0.427247393,0.089721952,0.337525441
2026-07-21,lnakamura,copilot_ai_credit,gpt-5.3-codex,41.362061207,0.413620612,0.086860328,0.326760284
2026-06-22,mfarrell,copilot_ai_credit,claude-opus-4.6,28.59449685,0.285944968,0.071486242,0.214458726
2026-06-24,mfarrell,copilot_ai_credit,claude-sonnet-5,23.642674987,0.236426749,0.215148341,0.021278408
2026-07-02,mfarrell,copilot_ai_credit,claude-sonnet-5,33.188603688,0.331886036,0.255552247,0.076333789
2026-07-02,mfarrell,copilot_ai_credit,claude-4.5-haiku,13.40712801,0.13407128,0.103234885,0.030836395
2026-07-03,mfarrell,copilot_ai_credit,claude-sonnet-5,23.250023727,0.232500237,0.192975196,0.039525041
2026-07-04,mfarrell,copilot_ai_credit,gpt-5.3-codex,4.742866684,0.047428666,0.030354346,0.01707432
2026-07-06,mfarrell,copilot_ai_credit,claude-opus-4.6,44.964165319,0.449641653,0.431655986,0.017985667
2026-07-06,mfarrell,copilot_ai_credit,gpt-5.3-codex,43.699806188,0.436998061,0.419518138,0.017479923
2026-07-13,mfarrell,copilot_ai_credit,claude-sonnet-5,2.044506748,0.020445067,0.00613352,0.014311547
2026-07-14,mfarrell,copilot_ai_credit,gpt-5.6-sol,24.395985249,0.243959852,0.060989963,0.182969889
2026-07-15,mfarrell,copilot_ai_credit,claude-opus-4.6,6.067071724,0.060670717,0.038222551,0.022448166
2026-07-15,mfarrell,copilot_ai_credit,claude-4.5-haiku,10.043109972,0.100431099,0.063271592,0.037159507
2026-07-17,mfarrell,copilot_ai_credit,claude-sonnet-5,38.966717128,0.389667171,0.272767019,0.116900152
2026-07-21,mfarrell,copilot_ai_credit,claude-opus-4.6,35.25060371,0.352506037,0.331355674,0.021150363
2026-07-21,mfarrell,copilot_ai_credit,gpt-5.6-sol,38.924966324,0.389249663,0.365894683,0.02335498
2026-07-21,mfarrell,copilot_ai_credit,claude-4.5-haiku,2.029333952,0.020293339,0.019075738,0.001217601
2026-06-22,asilva256,copilot_ai_credit,claude-opus-4.6,19.777118731,0.197771187,0.059331356,0.138439831
2026-06-25,asilva256,copilot_ai_credit,claude-sonnet-5,31.902883653,0.319028836,0.296696817,0.022332019
2026-06-25,asilva256,copilot_ai_credit,gpt-5.3-codex,19.687649626,0.196876496,0.183095141,0.013781355
2026-06-26,asilva256,copilot_ai_credit,claude-sonnet-5,45.442772451,0.454427724,0.304466575,0.149961149
2026-07-02,asilva256,copilot_ai_credit,claude-sonnet-5,40.560593684,0.405605936,0.385325639,0.020280297
2026-07-06,asilva256,copilot_ai_credit,claude-sonnet-5,33.834963087,0.33834963,0.213160266,0.125189364
2026-07-06,asilva256,copilot_ai_credit,claude-opus-4.6,34.540961403,0.345409614,0.217608056,0.127801558
2026-07-08,asilva256,copilot_ai_credit,claude-sonnet-5,12.131375987,0.121313759,0.050951778,0.070361981
2026-07-10,asilva256,copilot_ai_credit,claude-sonnet-5,7.218459104,0.072184591,0.016602455,0.055582136
2026-07-12,asilva256,copilot_ai_credit,claude-sonnet-5,45.133794043,0.45133794,0.180535176,0.270802764
2026-07-12,asilva256,copilot_ai_credit,claude-opus-4.6,21.274577248,0.212745772,0.085098308,0.127647464
2026-07-12,asilva256,copilot_ai_credit,claude-4.5-haiku,12.848252672,0.128482526,0.05139301,0.077089516
2026-07-16,asilva256,copilot_ai_credit,claude-sonnet-5,14.562745024,0.14562745,0.126695881,0.018931569
2026-07-16,asilva256,copilot_ai_credit,gpt-5.6-sol,36.85430922,0.368543092,0.32063249,0.047910602
2026-07-17,asilva256,copilot_ai_credit,claude-sonnet-5,22.222921866,0.222229218,0.120003777,0.102225441
2026-07-17,asilva256,copilot_ai_credit,gpt-5.3-codex,29.78856333,0.297885633,0.160858241,0.137027392
2026-07-21,asilva256,copilot_ai_credit,claude-sonnet-5,1.815526355,0.018155263,0.00762521,0.010530053
2026-07-21,asilva256,copilot_ai_credit,claude-opus-4.6,43.692724946,0.436927249,0.183509444,0.253417805
2026-06-30,rduarte,copilot_ai_credit,claude-opus-4.6,6.584994425,0.065849944,0.042143964,0.02370598
2026-07-07,rduarte,copilot_ai_credit,claude-sonnet-5,3.115142453,0.031151424,0.028970824,0.0021806
2026-07-07,rduarte,copilot_ai_credit,claude-opus-4.6,26.93734074,0.269373407,0.250517268,0.018856139
2026-07-07,rduarte,copilot_ai_credit,gpt-5.3-codex,6.074773687,0.060747736,0.056495394,0.004252342
2026-07-17,rduarte,copilot_ai_credit,claude-sonnet-5,16.200123657,0.162001236,0.071280543,0.090720693
2026-07-17,rduarte,copilot_ai_credit,claude-opus-4.6,1.08578131,0.010857813,0.004777437,0.006080376
2026-07-20,rduarte,copilot_ai_credit,claude-4.5-haiku,44.475779775,0.444757797,0.253511944,0.191245853
2026-07-08,lmeyer258,copilot_ai_credit,claude-sonnet-5,22.258070204,0.222580702,0.209225859,0.013354843
2026-06-22,lhaugen259,copilot_ai_credit,claude-sonnet-5,15.80609085,0.158060908,0.03319279,0.124868118
2026-06-22,lhaugen259,copilot_ai_credit,claude-4.5-haiku,29.94178385,0.299417838,0.062877745,0.236540093
2026-06-29,lhaugen259,copilot_ai_credit,claude-sonnet-5,21.522050132,0.215220501,0.19800286,0.017217641
2026-06-29,lhaugen259,copilot_ai_credit,claude-opus-4.6,5.262554739,0.052625547,0.048415503,0.004210044
2026-06-22,ksantos261,copilot_ai_credit,claude-sonnet-5,26.210546586,0.262105465,0.25948441,0.002621055
2026-06-23,ksantos261,copilot_ai_credit,claude-sonnet-5,23.007723484,0.230077234,0.096632438,0.133444796
2026-06-25,ksantos261,copilot_ai_credit,claude-sonnet-5,17.633969564,0.176339695,0.051138511,0.125201184
2026-06-29,ksantos261,copilot_ai_credit,claude-sonnet-5,26.800368372,0.268003683,0.10988151,0.158122173
2026-06-29,ksantos261,copilot_ai_credit,claude-opus-4.6,3.240228612,0.032402286,0.013284937,0.019117349
2026-06-29,ksantos261,copilot_ai_credit,claude-4.5-haiku,10.777811277,0.107778112,0.044189025,0.063589087
2026-07-02,ksantos261,copilot_ai_credit,claude-opus-4.6,0.801453744,0.008014537,0.007533664,0.000480873
2026-07-02,ksantos261,copilot_ai_credit,gpt-5.6-sol,19.705130923,0.197051309,0.18522823,0.011823079
2026-07-06,ksantos261,copilot_ai_credit,claude-sonnet-5,25.829271245,0.258292712,0.08007074,0.178221972
2026-07-07,ksantos261,copilot_ai_credit,claude-sonnet-5,28.197117317,0.281971173,0.26223319,0.019737983
2026-07-07,ksantos261,copilot_ai_credit,claude-4.5-haiku,10.66230819,0.106623081,0.099159465,0.007463616
2026-07-09,ksantos261,copilot_ai_credit,claude-opus-4.6,9.636025955,0.096360259,0.054925347,0.041434912
2026-07-09,ksantos261,copilot_ai_credit,gpt-5.3-codex,9.790705596,0.097907055,0.055807021,0.042100034
2026-07-09,ksantos261,copilot_ai_credit,gpt-5.6-sol,33.319763918,0.333197639,0.189922654,0.143274985
2026-07-13,ksantos261,copilot_ai_credit,claude-sonnet-5,8.186314781,0.081863147,0.064671886,0.017191261
2026-07-13,ksantos261,copilot_ai_credit,claude-opus-4.6,36.282960479,0.362829604,0.286635387,0.076194217
2026-07-13,ksantos261,copilot_ai_credit,claude-4.5-haiku,39.163184915,0.391631849,0.30938916,0.082242689
2026-07-14,ksantos261,copilot_ai_credit,claude-sonnet-5,3.704986576,0.037049865,0.031121886,0.005927979
2026-07-14,ksantos261,copilot_ai_credit,gpt-5.6-sol,7.795938705,0.077959387,0.065485885,0.012473502
2026-07-15,ksantos261,copilot_ai_credit,claude-opus-4.6,4.371547033,0.04371547,0.037158149,0.006557321
2026-07-16,ksantos261,copilot_ai_credit,claude-sonnet-5,1.860928777,0.018609287,0.005768878,0.012840409
2026-07-17,ksantos261,copilot_ai_credit,claude-sonnet-5,10.648137871,0.106481378,0.060694385,0.045786993
2026-07-20,ksantos261,copilot_ai_credit,claude-sonnet-5,29.82047202,0.29820472,0.268384248,0.029820472
2026-06-25,rolsen262,copilot_ai_credit,claude-sonnet-5,32.114833151,0.321148331,0.093133015,0.228015316
2026-06-26,rolsen262,copilot_ai_credit,claude-sonnet-5,7.726651881,0.077266518,0.061813214,0.015453304
2026-07-01,rolsen262,copilot_ai_credit,claude-sonnet-5,37.170967464,0.371709674,0.315953222,0.055756452
2026-07-02,rolsen262,copilot_ai_credit,claude-sonnet-5,27.592528169,0.275925281,0.132444134,0.143481147
2026-07-03,rolsen262,copilot_ai_credit,claude-opus-4.6,44.372874144,0.443728741,0.354982992,0.088745749
2026-07-05,rolsen262,copilot_ai_credit,claude-sonnet-5,17.772433701,0.177724337,0.094193898,0.083530439
2026-07-05,rolsen262,copilot_ai_credit,gpt-5.3-codex,42.594636832,0.425946368,0.225751575,0.200194793
2026-07-06,rolsen262,copilot_ai_credit,gpt-5.3-codex,40.227863644,0.402278636,0.277572258,0.124706378
2026-07-08,rolsen262,copilot_ai_credit,claude-sonnet-5,31.569999177,0.315699991,0.280972991,0.034727
2026-07-09,rolsen262,copilot_ai_credit,gpt-5.3-codex,9.750261697,0.097502616,0.079952145,0.017550471
2026-07-11,rolsen262,copilot_ai_credit,claude-opus-4.6,4.435160774,0.044351607,0.024836899,0.019514708
2026-07-11,rolsen262,copilot_ai_credit,gpt-5.3-codex,24.268420729,0.242684207,0.135903155,0.106781052
2026-07-11,rolsen262,copilot_ai_credit,gpt-5.6-sol,11.135207582,0.111352075,0.062357162,0.048994913
2026-07-12,rolsen262,copilot_ai_credit,gpt-5.3-codex,4.715662379,0.047156623,0.045741924,0.001414699
2026-07-12,rolsen262,copilot_ai_credit,gpt-5.6-sol,37.289322619,0.372893226,0.361706429,0.011186797
2026-07-15,rolsen262,copilot_ai_credit,gpt-5.3-codex,24.864387456,0.248643874,0.139240569,0.109403305
2026-07-17,rolsen262,copilot_ai_credit,gpt-5.3-codex,13.203693856,0.132036938,0.099027703,0.033009235
2026-07-17,rolsen262,copilot_ai_credit,gpt-5.6-sol,1.1076735,0.011076735,0.008307551,0.002769184
2026-07-21,rolsen262,copilot_ai_credit,claude-sonnet-5,26.609438215,0.266094382,0.162317573,0.103776809
2026-07-21,rolsen262,copilot_ai_credit,claude-opus-4.6,15.519374986,0.155193749,0.094668186,0.060525563
2026-07-21,rolsen262,copilot_ai_credit,gpt-5.3-codex,25.130579476,0.251305794,0.153296534,0.09800926
2026-06-23,ipetrov,copilot_ai_credit,claude-sonnet-5,17.526246015,0.17526246,0.099899602,0.075362858
2026-06-24,ipetrov,copilot_ai_credit,claude-sonnet-5,43.79722536,0.437972253,0.367896692,0.070075561
2026-06-24,ipetrov,copilot_ai_credit,gpt-5.6-sol,23.051179503,0.230511795,0.193629907,0.036881888
2026-06-26,ipetrov,copilot_ai_credit,claude-sonnet-5,35.367466216,0.353674662,0.314770449,0.038904213
2026-06-26,ipetrov,copilot_ai_credit,gpt-5.3-codex,35.444248933,0.354442489,0.315453815,0.038988674
2026-06-27,ipetrov,copilot_ai_credit,claude-sonnet-5,20.069134179,0.200691341,0.118407891,0.08228345
2026-06-27,ipetrov,copilot_ai_credit,gpt-5.3-codex,34.353646193,0.343536461,0.202686511,0.14084995
2026-06-29,ipetrov,copilot_ai_credit,claude-sonnet-5,44.259988684,0.442599886,0.358505907,0.084093979
2026-06-29,ipetrov,copilot_ai_credit,gpt-5.3-codex,43.694384773,0.436943847,0.353924516,0.083019331
2026-06-29,ipetrov,copilot_ai_credit,gpt-5.6-sol,10.083571975,0.100835719,0.081676932,0.019158787
2026-06-30,ipetrov,copilot_ai_credit,claude-sonnet-5,19.261168334,0.192611683,0.117493126,0.075118557
2026-06-30,ipetrov,copilot_ai_credit,gpt-5.3-codex,31.437482838,0.314374828,0.191768645,0.122606183
2026-06-30,ipetrov,copilot_ai_credit,claude-4.5-haiku,37.611098308,0.376110983,0.229427699,0.146683284
2026-07-01,ipetrov,copilot_ai_credit,claude-sonnet-5,29.893306065,0.29893306,0.167402513,0.131530547
2026-07-01,ipetrov,copilot_ai_credit,gpt-5.3-codex,30.920266439,0.309202664,0.173153491,0.136049173
